llm_action,llm_product,llm_quantity
remove,potatoes,19
,,0
,,0
add,raspberries,2
remove,toothpaste,9
remove,pizza,14
add,paper,1
,,0
,,0
,,0
remove,blueberries,14
,,0
add,litter,16
add,apples,14
add,potatoes,16
remove,soap,16
,,0
,,0
,,0
,,0
,,0
remove,potatoes,9
add,tea,8
,,0
add,soda,18
,,0
add,cans of soda,3
,,0
add,soda,13
add,gelato,14
remove,cucumbers,16
,,0
,,0
,,0
,,0
,,0
remove,bananas,3
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
add,packs of toothpaste,14
,,0
add,potatoes,2
remove,toothbrush,13
,,0
,,0
,,0
,,0
,,0
add,quinoa,19
,,0
,,0
,,0
,,0
,,0
add,juice,2
add,blueberries,12
add,apples,1
remove,chicken,3
remove,wipes,9
add,pizza,11
,,0
remove,bulbs,19
remove,cola,10
remove,chicken,8
add,flour,14
add,fries,9
add,mushrooms,19
remove,potatoes,18
add,cans of soda,3
add,pineapple,2
,,0
add,milk,100
add,batteries,2
,,0
,,0
,,0
,,0
,,0
add,oliveoil,15
add,coffee,20
remove,rice,3
add,pasta,8
add,sweetpotatoes,14
add,treats,16
,,0
,,0
,,0
add,gelato,20
add,apples,100
add,soap,8
,,0
add,soap,12
,,0
,,0
add,cans of soda,2
add,packs of oranges,2
add,raspberries,19
remove,treats,12
remove,backpacks,2
add,eggs,20
add,packs of salt,17
remove,tomatoes,19
remove,packs of foil,15
remove,packs of cheddar,14
remove,sunfloweroil,8
add,apples,2
,,0
remove,toothbrush,19
,,0
,,0
add,cans of soda,2
,,0
remove,oranges,2
remove,broccoli,11
remove,bags,12
add,eggplant,19
remove,limes,9
,,0
,,0
remove,water,17
,,0
add,cans of soda,2
,,0
remove,bananas,18
add,eggplant,9
add,packs of mango,20
add,salt,10
add,cans of soda,2
remove,cans of soda,2
add,lemonade,10
,,0
,,0
add,yogurt,12
remove,wrap,15
add,milk,2
,,0
,,0
add,fries,15
add,potatoes,10
,,0
,,0
,,0
remove,eggs,5
,,0
add,cans of soda,3
,,0
,,0
add,cans of soda,2
add,fries,2
,,0
add,packs of bananas,2
,,0
,,0
add,potatoes,9
,,0
add,cola,10
,,0
,,0
add,fries,2
remove,tea,1
,,0
add,beef,17
remove,milk,18
,,0
,,0
add,cans of soda,2
add,packs of kibble,10
,,0
,,0
remove,limes,14
remove,soap,13
,,0
,,0
,,0
,,0
add,potatoes,9
,,0
,,0
,,0
add,watermelon,20
add,watermelon,10
remove,pepper,14
,,0
,,0
,,0
,,0
,,0
add,tea,1
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
add,apples,2
remove,litter,12
remove,backpacks,2
add,strawberries,2
remove,cola,13
remove,juice,12
,,0
add,potatoes,2
,,0
add,cans of soda,3
remove,packs of coffee,11
add,bananas,2
add,lemons,3
add,tea,15
,,0
,,0
remove,mozzarella,7
,,0
remove,cereal,13
remove,conditioner,5
add,juice,5
add,pasta,1
add,paper,5
remove,cheddar,20
,,0
,,0
add,cans of soda,2
,,0
remove,broccoli,14
add,fries,18
,,0
,,0
,,0
add,beef,7
add,cans of soda,2
,,0
add,foil,17
remove,backpacks,2
,,0
remove,bags,12
add,milk,15
,,0
add,cans of soda,2
,,0
,,0
add,bellpeppers,2
,,0
remove,strawberries,20
add,yogurt,2
,,0
,,0
,,0
remove,mango,5
remove,treats,13
add,treats,16
,,0
,,0
,,0
remove,diapers,10
,,0
,,0
,,0
remove,flour,4
,,0
remove,bread,16
remove,chicken,14
,,0
remove,wipes,7
,,0
,,0
remove,cereal,2
,,0
add,tomatoes,12
remove,cheddar,19
,,0
add,brownsugar,7
add,yogurt,2
,,0
remove,tissues,13
,,0
add,granola,10
add,bags,12
,,0
remove,chicken,12
,,0
,,0
,,0
add,avocados,13
,,0
,,0
,,0
,,0
remove,wipes,10
,,0
remove,butter,10
add,packs of wipes,12
,,0
,,0
add,spinach,14
,,0
remove,coffee,7
,,0
add,salmon,10
,,0
remove,towels,10
remove,conditioner,6
,,0
add,toothpaste,2
,,0
,,0
add,packs of bulbs,2
remove,paper,19
add,wipes,10
remove,kibble,2
,,0
,,0
,,0
,,0
,,0
,,0
,,0
remove,potatoes,3
add,kibble,7
remove,backpacks,2
,,0
add,cans of soda,3
,,0
,,0
add,gelato,17
,,0
,,0
add,cans of soda,3
,,0
add,bags,2
add,avocados,10
,,0
,,0
add,eggs,6
add,tea,2
,,0
remove,backpacks,2
remove,raspberries,20
,,0
,,0
,,0
,,0
add,packs of foil,12
,,0
add,pineapple,8
,,0
add,towels,10
,,0
,,0
,,0
,,0
,,0
add,cans of soda,3
add,rice,19
add,spinach,10
,,0
,,0
add,wipes,8
,,0
remove,packs of sugar,9
,,0
,,0
add,vegetables,12
add,oatmeal,15
remove,milk,9
,,0
remove,cucumbers,19
,,0
remove,coffee,18
,,0
remove,juice,2
add,sweetpotatoes,7
,,0
,,0
,,0
add,juice,18
add,butter,7
,,0
,,0
,,0
remove,onions,2
remove,eggs,3
,,0
remove,bananas,7
add,cans of soda,3
,,0
add,butter,12
remove,butter,6
,,0
,,0
,,0
remove,gelato,1
add,broccoli,19
,,0
,,0
,,0
,,0
add,tea,18
add,wrap,6
add,cans of soda,2
,,0
add,cans of soda,2
,,0
,,0
,,0
add,foil,14
remove,bananas,15
,,0
,,0
,,0
remove,rice,13
remove,apples,19
,,0
,,0
,,0
add,packs of apples,2
add,tea,1
,,0
add,cans of soda,2
add,bulbs,17
remove,packs of garlic,16
,,0
,,0
remove,toothpaste,5
remove,rice,14
,,0
,,0
add,eggs,10
,,0
,,0
add,towels,15
add,packs of bread,2
remove,juice,9
,,0
,,0
,,0
,,0
,,0
add,apples,2
,,0
remove,cola,1
,,0
add,gelato,20
,,0
add,packs of brownsugar,14
,,0
,,0
,,0
,,0
,,0
,,0
,,0
remove,onions,19
add,litter,4
add,eggs,4
,,0
,,0
,,0
,,0
add,packs of milk,18
add,tissues,12
remove,yogurt,2
add,cans of soda,3
,,0
,,0
,,0
,,0
add,packs of tissues,2
remove,gelato,5
remove,lemonade,18
,,0
,,0
,,0
,,0
add,bellpeppers,18
add,garlic,13
remove,oatmeal,10
,,0
,,0
add,wipes,10
remove,eggs,18
,,0
,,0
add,packs of strawberries,20
remove,kibble,20
add,water,12
,,0
,,0
add,toothpaste,16
remove,sweetpotatoes,11
add,onions,13
add,cans of soda,2
,,0
add,bananas,15
,,0
,,0
,,0
,,0
add,bags,10
add,juice,2
,,0
add,cucumbers,17
,,0
remove,conditioner,15
,,0
remove,apples,2
,,0
,,0
,,0
,,0
remove,strawberries,13
,,0
add,apples,2
remove,conditioner,7
,,0
add,quinoa,16
remove,spaghetti,9
,,0
,,0
add,strawberries,9
,,0
add,detergent,10
add,mango,8
,,0
,,0
,,0
,,0
add,cans of soda,2
add,packs of tissues,11
,,0
remove,onions,16
,,0
,,0
,,0
,,0
add,conditioner,2
,,0
remove,water,2
add,butter,10
,,0
,,0
add,watermelon,12
remove,bellpeppers,15
,,0
add,blueberries,2
,,0
,,0
,,0
,,0
add,packs of wrap,7
remove,milk,14
remove,bananas,20
,,0
,,0
,,0
add,fries,8
,,0
,,0
remove,foil,2
,,0
,,0
add,beef,16
,,0
,,0
remove,cans of soda,2
remove,lemonade,8
,,0
remove,bananas,18
,,0
add,treats,2
add,cans of soda,2
add,juice,2
,,0
,,0
add,tea,2
,,0
add,packs of gelato,2
,,0
,,0
,,0
add,milk,13
,,0
,,0
add,pineapple,4
,,0
add,eggs,2
remove,limes,20
add,apples,16
,,0
add,sweetpotatoes,2
,,0
remove,coffee,13
,,0
,,0
,,0
,,0
,,0
,,0
add,blueberries,6
,,0
add,mango,9
,,0
,,0
,,0
add,spaghetti,2
,,0
remove,oranges,10
add,bread,12
,,0
add,raspberries,2
,,0
,,0
add,granola,1
add,toothpaste,2
,,0
add,zucchini,20
,,0
add,oliveoil,2
remove,oranges,10
add,packs of wipes,2
add,packs of toothpaste,1
add,towels,20
remove,backpacks,2
remove,potatoes,15
add,packs of pizza,13
remove,potatoes,2
,,0
,,0
remove,packs of chicken,20
add,sunfloweroil,1
add,sugar,18
add,apples,2
remove,oranges,13
,,0
add,potatoes,13
,,0
,,0
add,zucchini,2
remove,litter,18
,,0
,,0
,,0
,,0
,,0
remove,tomatoes,11
,,0
,,0
,,0
add,packs of tissues,12
,,0
add,carrots,10
,,0
,,0
add,cans of soda,2
remove,oranges,2
add,milk,2
,,0
add,zucchini,2
,,0
add,packs of batteries,18
,,0
,,0
add,cans of soda,2
add,tuna,2
,,0
remove,soda,2
remove,soap,1
add,conditioner,20
,,0
,,0
,,0
remove,tomatoes,16
,,0
,,0
,,0
add,cans of soda,2
,,0
add,cans of soda,2
,,0
,,0
,,0
add,cans of soda,2
remove,cola,18
,,0
remove,packs of gelato,7
,,0
add,bananas,6
add,watermelon,18
remove,blueberries,20
remove,strawberries,20
add,yogurt,20
remove,quinoa,6
add,blueberries,9
,,0
add,cheddar,18
,,0
add,cola,2
add,bellpeppers,2
,,0
add,cans of soda,2
remove,tissues,16
,,0
,,0
add,packs of flour,12
,,0
,,0
,,0
,,0
,,0
,,0
remove,backpacks,2
,,0
remove,carrots,9
remove,spaghetti,9
,,0
add,mushrooms,11
,,0
,,0
,,0
,,0
add,bananas,17
add,eggplant,15
add,shampoo,14
,,0
remove,butter,19
,,0
,,0
remove,bulbs,9
add,raspberries,4
,,0
,,0
add,apples,2
add,bread,10
add,apples,16
remove,bread,20
,,0
remove,bags,20
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
remove,wash,1
,,0
,,0
remove,bulbs,19
remove,backpacks,2
,,0
remove,cereal,2
remove,rice,18
add,blueberries,14
,,0
,,0
add,bread,20
add,gelato,2
,,0
add,soda,12
,,0
add,treats,2
,,0
,,0
,,0
add,milk,2
,,0
,,0
,,0
add,lemonade,12
,,0
,,0
,,0
,,0
remove,toothpaste,2
add,shampoo,12
add,juice,19
remove,bulbs,9
,,0
,,0
,,0
add,packs of pasta,9
remove,butter,10
,,0
add,apples,2
,,0
,,0
,,0
remove,potatoes,20
add,bellpeppers,20
remove,packs of coffee,15
,,0
,,0
remove,backpacks,2
remove,packs of water,9
,,0
,,0
add,toothpaste,3
,,0
add,batteries,2
,,0
,,0
add,packs of avocados,16
,,0
add,kibble,20
,,0
,,0
add,avocados,17
,,0
,,0
,,0
,,0
,,0
,,0
remove,soap,19
add,packs of towels,13
,,0
remove,mushrooms,6
remove,juice,2
add,sunfloweroil,16
,,0
,,0
add,oatmeal,2
,,0
,,0
add,coffee,12
add,cans of soda,2
add,oliveoil,19
,,0
remove,brownsugar,20
add,eggs,2
,,0
remove,cheddar,6
add,oatmeal,2
,,0
add,milk,13
,,0
,,0
add,water,5
,,0
,,0
add,mushrooms,20
add,milk,1
,,0
add,cans of soda,2
,,0
add,yogurt,20
,,0
add,apples,20
,,0
,,0
remove,spinach,20
add,pasta,14
,,0
,,0
add,cans of soda,3
remove,gelato,9
add,pepper,4
add,packs of broccoli,19
,,0
,,0
,,0
remove,diapers,17
,,0
,,0
,,0
,,0
remove,raspberries,16
add,butter,16
remove,eggs,13
add,potatoes,2
,,0
,,0
remove,mushrooms,15
remove,kibble,1
,,0
add,flour,11
remove,bulbs,19
remove,soda,6
,,0
,,0
add,tea,6
,,0
,,0
,,0
add,packs of kibble,12
add,mushrooms,1
add,limes,11
,,0
,,0
,,0
add,soap,5
add,gelato,18
,,0
,,0
add,litter,1
,,0
,,0
remove,fries,14
,,0
,,0
,,0
remove,coffee,18
,,0
,,0
,,0
add,chicken,13
add,bread,13
add,cans of soda,2
remove,gelato,8
add,tissues,2
,,0
,,0
,,0
,,0
,,0
remove,treats,17
remove,bellpeppers,19
,,0
,,0
,,0
add,blueberries,16
,,0
,,0
remove,toothpaste,8
remove,eggs,14
,,0
,,0
,,0
,,0
add,juice,9
,,0
,,0
,,0
add,conditioner,18
,,0
,,0
,,0
,,0
,,0
add,tomatoes,12
remove,raspberries,5
add,avocados,2
remove,vegetables,11
add,eggs,13
,,0
,,0
remove,rice,15
remove,bananas,10
,,0
,,0
add,tea,9
,,0
remove,yogurt,16
remove,salt,16
,,0
,,0
remove,chicken,2
,,0
,,0
add,tomatoes,2
add,cans of soda,2
,,0
,,0
add,milk,14
,,0
,,0
add,apples,10
,,0
,,0
remove,pineapple,4
remove,backpacks,2
remove,litter,20
,,0
remove,packs of brownsugar,20
,,0
,,0
,,0
,,0
remove,garlic,9
,,0
,,0
remove,soda,17
add,granola,12
,,0
remove,toothpaste,14
,,0
,,0
remove,fries,11
add,packs of diapers,2
,,0
,,0
,,0
,,0
,,0
add,rice,10
,,0
,,0
add,milk,2
,,0
add,cans of soda,2
,,0
,,0
,,0
add,cucumbers,11
add,vegetables,10
,,0
remove,backpacks,2
,,0
,,0
add,batteries,17
add,packs of conditioner,1
,,0
,,0
,,0
remove,bellpeppers,8
,,0
,,0
add,pasta,5
,,0
,,0
add,cans of soda,2
,,0
,,0
add,cans of soda,2
add,cans of soda,3
add,bananas,15
remove,paper,15
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
add,packs of conditioner,16
,,0
add,potatoes,2
add,zucchini,10
,,0
,,0
,,0
,,0
,,0
remove,oranges,14
,,0
,,0
remove,milk,19
,,0
add,conditioner,20
,,0
,,0
add,tuna,10
,,0
remove,pizza,9
add,cans of soda,2
remove,backpacks,2
add,cans of soda,2
,,0
add,paper,11
,,0
remove,raspberries,9
add,cans of soda,2
,,0
,,0
,,0
remove,towels,10
,,0
,,0
,,0
,,0
,,0
add,salmon,14
,,0
remove,avocados,10
,,0
,,0
add,brownsugar,18
,,0
,,0
add,watermelon,19
add,juice,11
add,vegetables,2
remove,salt,9
add,litter,1
,,0
,,0
,,0
add,quinoa,14
,,0
,,0
remove,quinoa,19
remove,yogurt,19
,,0
,,0
add,bags,2
remove,cereal,20
add,apples,12
,,0
,,0
,,0
remove,packs of bread,19
,,0
,,0
,,0
add,limes,1
,,0
,,0
add,packs of soap,2
,,0
,,0
,,0
remove,foil,11
,,0
,,0
,,0
add,packs of yogurt,2
,,0
add,kibble,19
add,coffee,2
remove,spinach,6
add,apples,2
,,0
,,0
,,0
add,broccoli,6
add,cans of soda,2
,,0
,,0
add,shampoo,20
add,butter,15
remove,batteries,2
remove,bulbs,13
remove,tea,10
,,0
,,0
remove,cucumbers,15
,,0
,,0
,,0
remove,limes,18
remove,paper,19
add,packs of bread,20
remove,tissues,5
add,kibble,16
add,detergent,9
,,0
,,0
,,0
remove,bananas,9
,,0
,,0
,,0
,,0
add,tissues,2
add,sweetpotatoes,17
,,0
,,0
,,0
,,0
remove,cans of soda,2
,,0
,,0
add,bread,6
add,oranges,10
add,yogurt,2
,,0
add,tea,15
add,bread,2
add,bananas,10
add,apples,2
,,0
remove,mango,7
,,0
add,toothbrush,8
,,0
add,packs of bread,2
,,0
add,milk,100
,,0
,,0
,,0
remove,backpacks,2
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
remove,packs of pizza,18
,,0
,,0
add,detergent,6
add,oliveoil,2
,,0
,,0
,,0
add,granola,20
add,bulbs,2
,,0
,,0
add,mango,1
add,toothpaste,17
,,0
,,0
,,0
,,0
remove,strawberries,2
remove,milk,9
,,0
add,packs of mushrooms,2
add,pepper,2
,,0
remove,apples,19
,,0
add,flour,20
,,0
add,wrap,19
add,fries,16
,,0
add,pasta,11
,,0
add,carrots,2
add,oatmeal,17
remove,coffee,6
,,0
,,0
,,0
,,0
,,0
add,eggplant,11
,,0
add,cans of soda,3
,,0
,,0
add,juice,16
add,raspberries,14
remove,cans of soda,2
,,0
,,0
,,0
,,0
add,yogurt,2
,,0
remove,yogurt,17
add,sweetpotatoes,20
,,0
remove,apples,20
add,packs of foil,20
,,0
,,0
add,toothpaste,2
,,0
,,0
remove,brownsugar,6
,,0
add,zucchini,17
remove,coffee,15
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
add,soap,15
add,pepper,8
,,0
remove,avocados,19
,,0
,,0
remove,juice,2
remove,soda,15
,,0
remove,wrap,5
remove,raspberries,8
add,toothbrush,6
,,0
remove,packs of bellpeppers,18
,,0
add,watermelon,2
remove,bellpeppers,20
,,0
add,batteries,19
remove,milk,19
remove,salt,4
,,0
,,0
,,0
remove,salmon,13
,,0
,,0
,,0
,,0
,,0
add,onions,19
,,0
,,0
add,eggs,19
add,soda,6
add,cans of soda,2
add,cans of soda,3
,,0
add,towels,17
,,0
remove,carrots,17
remove,wipes,17
,,0
add,potatoes,2
add,carrots,10
,,0
,,0
,,0
,,0
remove,butter,10
add,potatoes,2
,,0
add,packs of butter,17
add,zucchini,14
remove,lemons,19
,,0
,,0
,,0
,,0
remove,kibble,17
add,cans of soda,2
,,0
,,0
,,0
add,spinach,5
remove,bread,15
,,0
add,bags,2
,,0
,,0
,,0
add,packs of tomatoes,2
,,0
add,brownsugar,2
,,0
remove,packs of bread,16
add,zucchini,1
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
remove,broccoli,3
remove,foil,2
add,bulbs,6
,,0
,,0
,,0
add,juice,16
remove,tea,19
remove,butter,13
,,0
remove,cans of soda,2
,,0
add,shampoo,15
add,strawberries,11
add,cucumbers,18
remove,litter,1
add,cans of soda,2
add,lemonade,10
remove,blueberries,13
,,0
,,0
,,0
,,0
remove,apples,2
,,0
remove,carrots,17
remove,water,20
add,bags,2
add,packs of limes,2
,,0
add,apples,13
add,spinach,17
,,0
,,0
,,0
add,cans of soda,2
,,0
,,0
remove,bellpeppers,14
add,flour,16
add,eggplant,2
,,0
add,beef,14
remove,soda,17
add,foil,18
,,0
,,0
remove,blueberries,14
,,0
add,apples,20
add,bags,2
,,0
add,yogurt,2
add,conditioner,12
,,0
add,soda,7
,,0
add,spinach,20
,,0
,,0
add,toothbrush,1
,,0
,,0
add,cans of soda,2
,,0
,,0
add,water,10
,,0
add,cans of soda,2
,,0
remove,bags,18
add,cans of soda,2
add,lemonade,10
,,0
,,0
,,0
,,0
add,bananas,18
,,0
remove,pineapple,8
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
add,cans of soda,2
add,cans of soda,2
,,0
add,apples,2
,,0
add,cans of soda,2
,,0
,,0
remove,potatoes,18
add,tuna,20
add,granola,3
add,packs of soap,2
,,0
add,watermelon,13
add,juice,19
,,0
add,garlic,2
,,0
,,0
,,0
,,0
add,kibble,10
,,0
,,0
remove,potatoes,15
,,0
,,0
,,0
add,cans of soda,3
,,0
,,0
,,0
add,tissues,6
remove,salmon,14
,,0
add,cans of soda,2
,,0
,,0
,,0
remove,tissues,19
,,0
remove,toothpaste,12
add,tissues,10
remove,tuna,3
add,tissues,12
,,0
,,0
remove,strawberries,2
add,rice,1
,,0
remove,oatmeal,9
add,pepper,2
,,0
,,0
remove,pineapple,20
add,raspberries,13
remove,kibble,16
,,0
,,0
,,0
,,0
,,0
remove,rice,13
remove,gelato,19
,,0
,,0
,,0
,,0
,,0
remove,litter,17
,,0
,,0
,,0
,,0
remove,bread,1
add,gelato,2
,,0
add,soap,10
remove,butter,13
,,0
remove,onions,16
,,0
remove,cans of soda,2
,,0
,,0
add,eggs,2
add,cans of soda,2
remove,packs of soap,18
remove,backpacks,2
add,bellpeppers,12
,,0
add,spinach,5
add,milk,2
,,0
remove,treats,2
remove,coffee,2
add,zucchini,10
,,0
remove,yogurt,17
,,0
remove,gelato,2
add,eggs,2
,,0
,,0
,,0
,,0
,,0
add,packs of tuna,1
add,apples,2
add,cucumbers,11
add,diapers,1
,,0
,,0
add,packs of watermelon,11
add,toothpaste,20
,,0
,,0
,,0
,,0
add,packs of spaghetti,8
,,0
remove,carrots,17
,,0
,,0
add,raspberries,10
,,0
add,blueberries,19
remove,cola,10
,,0
,,0
,,0
,,0
,,0
remove,tomatoes,12
,,0
add,cans of soda,2
,,0
,,0
add,carrots,19
,,0
remove,batteries,12
remove,gelato,10
,,0
,,0
remove,yogurt,14
,,0
,,0
remove,bananas,20
,,0
,,0
,,0
add,salt,10
remove,bananas,11
,,0
add,coffee,12
add,shampoo,10
remove,tuna,9
remove,potatoes,15
remove,yogurt,9
add,batteries,16
,,0
,,0
add,vegetables,20
remove,beef,12
add,sugar,10
,,0
,,0
,,0
,,0
add,wipes,19
add,granola,11
add,fries,2
,,0
,,0
,,0
add,cucumbers,2
,,0
,,0
,,0
add,raspberries,6
,,0
,,0
remove,tissues,18
,,0
remove,backpacks,2
remove,eggs,18
,,0
remove,spinach,2
,,0
add,raspberries,8
,,0
,,0
remove,oranges,16
remove,batteries,13
remove,apples,2
add,flour,18
,,0
,,0
add,tuna,20
add,towels,18
,,0
,,0
remove,packs of strawberries,11
,,0
remove,pepper,2
,,0
add,mushrooms,15
,,0
,,0
,,0
,,0
,,0
add,oatmeal,16
,,0
,,0
,,0
remove,coffee,9
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
add,cans of soda,2
add,bags,13
add,milk,18
,,0
remove,tea,14
add,coffee,17
add,packs of cereal,13
,,0
,,0
,,0
,,0
,,0
,,0
add,cucumbers,1
,,0
,,0
add,wash,5
,,0
add,zucchini,5
,,0
,,0
remove,vegetables,12
,,0
add,cans of soda,2
add,lemons,18
remove,garlic,2
add,potatoes,16
add,cola,7
,,0
,,0
,,0
,,0
add,cans of soda,2
,,0
,,0
add,packs of coffee,2
remove,eggs,2
remove,beef,14
,,0
add,mushrooms,2
,,0
remove,sunfloweroil,14
,,0
add,cucumbers,20
remove,tissues,2
remove,wrap,18
add,soda,11
,,0
add,tomatoes,16
add,packs of eggs,2
add,water,2
remove,gelato,8
remove,packs of juice,18
add,batteries,2
,,0
remove,water,14
add,apples,2
add,packs of quinoa,2
,,0
remove,fries,2
,,0
add,packs of tissues,17
add,rice,14
add,strawberries,20
add,gelato,18
add,litter,15
,,0
remove,milk,9
,,0
add,watermelon,18
,,0
remove,yogurt,19
,,0
,,0
,,0
add,packs of bread,2
,,0
add,spinach,13
add,conditioner,6
add,salt,5
remove,detergent,9
,,0
remove,lemons,18
,,0
add,salmon,10
,,0
remove,backpacks,2
add,spinach,12
,,0
remove,treats,2
add,packs of toothpaste,9
,,0
