llm_action,llm_product,llm_quantity
add,beef,7
remove,mozzarella,7
remove,bananas,16
add,foil,17
add,juice,16
add,paper,15
add,bags,12
add,milk,15
remove,cucumbers,7
remove,diapers,8
add,bellpeppers,7
add,chicken,18
add,bellpeppers,2
add,conditioner,4
remove,strawberries,20
remove,yogurt,7
add,cereal,6
add,tissues,14
remove,shampoo,14
remove,mango,5
add,treats,13
add,treats,16
remove,mango,7
add,litter,10
add,diapers,17
remove,diapers,10
add,gelato,10
add,bellpeppers,15
remove,oatmeal,4
remove,flour,4
add,paper,3
add,bread,16
remove,chicken,14
remove,eggplant,18
remove,wipes,7
remove,soap,3
add,broccoli,11
add,cereal,2
remove,garlic,8
add,tomatoes,12
add,cheddar,19
add,paper,11
add,brownsugar,7
remove,yogurt,2
add,watermelon,9
remove,tissues,13
remove,milk,13
add,granola,10
add,bags,12
add,rice,5
remove,chicken,12
add,toothbrush,16
add,gelato,1
add,garlic,5
add,avocados,13
remove,wash,8
add,raspberries,3
add,shampoo,9
add,broccoli,11
add,wipes,20
add,eggplant,1
remove,butter,10
remove,packs of wipes,12
add,litter,16
remove,juice,2
add,spinach,14
remove,shampoo,8
remove,coffee,7
remove,kibble,19
remove,salmon,10
add,pepper,3
remove,towels,10
remove,conditioner,6
remove,gelato,15
remove,toothpaste,1
remove,brownsugar,10
add,tea,9
add,packs of bulbs,5
add,paper,19
remove,wipes,10
add,kibble,9
add,cola,1
add,shampoo,8
remove,rice,16
remove,salmon,18
remove,juice,17
add,broccoli,5
remove,tuna,19
remove,potatoes,3
add,kibble,7
add,soap,3
add,eggs,11
remove,packs of soap,2
remove,cheddar,5
remove,pepper,9
remove,gelato,17
add,juice,14
add,towels,9
remove,cola,2
remove,carrots,4
remove,bags,4
add,avocados,10
add,sunfloweroil,13
remove,soap,2
add,eggs,6
remove,tea,3
add,bulbs,4
add,wrap,16
remove,raspberries,20
add,spaghetti,17
remove,cucumbers,18
add,cereal,2
add,towels,14
add,packs of foil,12
remove,batteries,3
add,pineapple,8
remove,vegetables,11
remove,towels,9
remove,sunfloweroil,4
remove,mango,7
add,sweetpotatoes,16
add,broccoli,9
remove,spaghetti,13
remove,packs of bread,2
add,rice,19
remove,spinach,10
remove,mozzarella,10
add,coffee,14
add,wipes,8
add,lemons,4
remove,packs of sugar,9
add,sweetpotatoes,9
add,wrap,13
remove,vegetables,12
add,oatmeal,15
remove,milk,9
remove,mango,19
remove,cucumbers,19
add,shampoo,3
remove,coffee,18
add,toothpaste,12
add,juice,4
add,sweetpotatoes,7
add,quinoa,13
add,milk,20
add,potatoes,15
add,juice,18
add,butter,7
remove,detergent,6
remove,salmon,16
add,bulbs,11
add,onions,9
remove,eggs,3
add,beef,8
remove,bananas,7
remove,salmon,2
remove,gelato,19
add,butter,12
remove,butter,6
remove,spaghetti,2
remove,sunfloweroil,11
remove,litter,19
add,gelato,2
add,broccoli,19
remove,spaghetti,16
remove,spaghetti,5
add,bread,18
remove,pasta,16
add,tea,18
add,wrap,6
remove,garlic,5
remove,mozzarella,2
remove,detergent,3
add,oatmeal,4
add,brownsugar,6
remove,sweetpotatoes,15
add,foil,14
remove,bananas,15
remove,spaghetti,2
remove,foil,16
add,oliveoil,20
remove,rice,13
remove,apples,19
add,oliveoil,5
remove,lemons,13
remove,juice,12
remove,packs of apples,6
add,tea,1
remove,coffee,9
remove,beef,6
add,bulbs,17
remove,packs of garlic,16
add,gelato,3
add,shampoo,18
remove,toothpaste,5
add,rice,14
add,cereal,18
remove,cheddar,5
add,eggs,10
add,potatoes,17
remove,butter,4
add,towels,15
add,packs of bread,3
remove,juice,9
remove,bread,10
add,broccoli,20
add,rice,19
remove,gelato,16
remove,foil,6
add,blueberries,3
remove,treats,18
add,cola,9
add,oliveoil,16
add,gelato,20
remove,paper,17
add,brownsugar,14
remove,bread,15
remove,potatoes,10
remove,soda,3
remove,wipes,20
remove,pepper,1
add,oatmeal,18
remove,water,20
remove,onions,19
add,litter,4
add,eggs,4
add,raspberries,11
add,raspberries,14
add,sweetpotatoes,5
add,bread,4
add,packs of milk,18
add,tissues,12
add,yogurt,6
remove,bags,18
add,sweetpotatoes,6
remove,broccoli,13
add,onions,20
remove,pineapple,2
remove,packs of tissues,5
remove,gelato,5
remove,lemonade,18
remove,raspberries,9
remove,tuna,4
remove,apples,5
add,brownsugar,11
add,bellpeppers,18
remove,garlic,13
remove,oatmeal,10
remove,wash,3
remove,potatoes,19
remove,wipes,10
remove,eggs,18
add,beef,11
remove,gelato,8
remove,packs of strawberries,10
remove,kibble,20
add,water,12
remove,lemonade,10
remove,lemons,15
add,toothpaste,16
remove,sweetpotatoes,11
add,onions,13
remove,bulbs,5
add,chicken,1
add,bananas,15
remove,juice,12
add,eggplant,5
add,conditioner,11
add,batteries,19
remove,bags,10
add,juice,2
remove,conditioner,11
add,cucumbers,17
add,lemons,10
remove,conditioner,15
remove,mushrooms,6
remove,apples,2
add,oliveoil,8
remove,bulbs,2
remove,gelato,17
add,bread,15
remove,strawberries,13
remove,water,15
remove,blueberries,5
remove,conditioner,7
add,mushrooms,15
add,quinoa,16
remove,spaghetti,9
remove,pepper,11
remove,salmon,11
add,strawberries,9
add,yogurt,2
remove,detergent,9
add,mango,8
remove,broccoli,13
add,cola,2
remove,foil,10
remove,blueberries,1
remove,granola,7
add,packs of tissues,11
add,salmon,3
remove,onions,16
remove,sunfloweroil,2
remove,coffee,14
remove,yogurt,18
add,towels,9
add,conditioner,7
remove,vegetables,7
add,water,1
add,butter,8
add,bread,20
add,oliveoil,15
add,watermelon,12
remove,bellpeppers,15
add,tissues,4
add,blueberries,2
remove,lemons,2
add,chicken,13
remove,litter,18
remove,brownsugar,10
add,packs of wrap,7
add,milk,14
remove,bananas,20
add,spaghetti,17
add,pepper,9
remove,cereal,15
add,fries,8
remove,juice,4
remove,yogurt,18
add,foil,3
remove,salmon,7
remove,brownsugar,4
remove,beef,16
remove,mozzarella,12
add,coffee,20
add,lemons,8
remove,lemonade,8
remove,onions,5
add,bananas,18
remove,watermelon,15
add,treats,5
remove,bananas,4
remove,juice,2
add,toothbrush,5
add,soda,14
add,tea,2
remove,paper,4
add,packs of gelato,7
remove,coffee,16
add,conditioner,17
remove,shampoo,2
remove,milk,13
add,diapers,6
add,mushrooms,12
add,pineapple,4
add,tuna,6
add,eggs,2
remove,limes,20
remove,apples,16
remove,flour,10
remove,sweetpotatoes,3
add,gelato,13
remove,coffee,13
remove,watermelon,17
remove,salt,19
remove,diapers,17
remove,oranges,10
remove,salmon,1
add,detergent,9
add,blueberries,6
remove,conditioner,20
add,mango,9
add,shampoo,16
remove,salmon,15
add,blueberries,3
remove,spaghetti,4
remove,lemonade,16
remove,oranges,10
add,bread,12
remove,beef,19
add,raspberries,7
add,lemons,6
add,wipes,19
remove,granola,2
remove,toothpaste,6
add,shampoo,1
add,zucchini,20
add,diapers,17
add,oliveoil,2
remove,oranges,10
remove,packs of wipes,4
add,packs of toothpaste,1
add,towels,20
add,vegetables,6
remove,potatoes,15
add,packs of pizza,13
add,potatoes,4
remove,kibble,10
add,flour,9
remove,packs of chicken,20
add,sunfloweroil,1
add,sugar,18
add,detergent,7
remove,oranges,13
add,tea,19
add,potatoes,13
remove,eggplant,9
remove,pineapple,12
add,zucchini,4
add,litter,18
remove,onions,8
remove,bread,14
add,blueberries,20
add,sugar,4
remove,mozzarella,16
remove,tomatoes,11
remove,mushrooms,7
add,pepper,12
remove,batteries,16
remove,packs of tissues,12
remove,blueberries,17
add,carrots,8
remove,mozzarella,4
remove,mozzarella,10
remove,tea,7
add,oranges,1
remove,milk,4
add,salmon,4
add,zucchini,4
remove,paper,9
add,packs of batteries,18
remove,mango,19
remove,water,11
remove,bread,7
add,tuna,2
add,gelato,15
remove,soda,2
remove,soap,1
add,conditioner,20
remove,wrap,4
add,spaghetti,17
add,oatmeal,7
remove,tomatoes,16
remove,detergent,15
add,pasta,13
remove,water,2
remove,raspberries,6
add,toothbrush,2
remove,juice,5
remove,spinach,15
remove,mozzarella,18
remove,raspberries,15
remove,carrots,6
remove,cola,18
add,wrap,10
remove,packs of gelato,7
add,wash,10
add,bananas,6
add,watermelon,18
remove,blueberries,20
remove,strawberries,20
add,yogurt,20
remove,quinoa,6
add,blueberries,9
remove,wipes,20
remove,cheddar,18
remove,lemonade,9
add,cola,2
remove,bellpeppers,2
add,bread,12
add,cheddar,7
remove,tissues,16
remove,vegetables,11
remove,limes,12
remove,packs of flour,12
remove,gelato,14
remove,pepper,6
add,tuna,13
remove,milk,14
add,soap,15
remove,coffee,11
add,juice,7
add,flour,10
remove,carrots,9
remove,spaghetti,9
add,rice,15
add,mushrooms,11
remove,strawberries,5
add,limes,7
remove,wrap,8
add,sunfloweroil,8
remove,bananas,17
add,eggplant,15
add,shampoo,14
add,sugar,11
remove,butter,19
add,salmon,14
remove,butter,15
remove,bulbs,9
add,raspberries,4
remove,soda,14
remove,mango,20
add,oliveoil,1
add,bread,10
remove,apples,16
remove,bread,20
add,yogurt,15
remove,bags,20
remove,rice,20
remove,pasta,20
remove,water,10
add,paper,3
add,bags,5
remove,sweetpotatoes,8
remove,gelato,11
remove,litter,20
add,wash,1
remove,strawberries,2
add,mango,17
remove,bulbs,19
add,foil,5
remove,cola,18
add,cereal,7
remove,rice,18
add,blueberries,14
remove,quinoa,9
add,toothpaste,4
remove,bread,15
remove,gelato,2
remove,tea,20
add,soda,12
add,cheddar,2
remove,treats,3
add,shampoo,3
remove,gelato,9
add,spinach,1
remove,milk,5
remove,wash,16
remove,pizza,19
add,milk,10
remove,lemonade,12
add,lemonade,12
add,bellpeppers,9
add,wipes,19
add,yogurt,4
add,toothpaste,8
remove,shampoo,12
add,juice,19
remove,bulbs,9
add,wrap,9
add,mozzarella,16
remove,avocados,5
add,packs of pasta,9
remove,butter,10
add,salmon,5
add,apples,2
add,toothpaste,19
add,butter,12
remove,paper,3
remove,potatoes,20
add,bellpeppers,20
remove,packs of coffee,15
remove,yogurt,12
remove,wrap,20
add,granola,12
remove,packs of water,9
remove,bread,19
add,eggplant,14
add,toothpaste,3
remove,blueberries,4
add,batteries,1
remove,yogurt,10
add,soap,16
add,packs of avocados,16
add,tuna,16
add,kibble,20
remove,quinoa,9
add,flour,15
add,avocados,17
remove,sunfloweroil,15
add,cola,6
add,blueberries,5
remove,limes,9
add,litter,20
remove,rice,17
remove,soap,19
remove,packs of towels,13
remove,potatoes,4
remove,mushrooms,6
add,juice,3
add,sunfloweroil,16
remove,wash,17
add,spaghetti,14
add,oatmeal,2
remove,mango,3
remove,soda,10
add,coffee,12
remove,blueberries,8
add,oliveoil,19
remove,oliveoil,19
remove,brownsugar,20
add,eggs,2
add,lemons,15
remove,cheddar,6
add,oatmeal,1
remove,pizza,13
add,milk,13
remove,wipes,8
remove,pizza,3
add,water,5
add,limes,4
remove,eggs,9
add,mushrooms,20
add,milk,1
add,towels,3
remove,strawberries,7
remove,spinach,6
add,yogurt,20
remove,tea,13
add,apples,20
add,treats,14
remove,rice,9
add,spinach,20
add,pasta,14
add,bulbs,11
remove,soap,11
remove,milk,3
remove,gelato,9
add,pepper,4
add,packs of broccoli,19
add,onions,16
remove,sugar,19
remove,juice,8
remove,diapers,17
remove,juice,14
add,bellpeppers,1
add,bread,11
add,cereal,5
remove,raspberries,16
remove,butter,16
add,eggs,13
add,potatoes,5
remove,broccoli,14
add,blueberries,7
remove,mushrooms,15
add,kibble,2
add,batteries,2
add,flour,11
remove,bulbs,19
remove,soda,6
remove,salmon,16
add,detergent,14
add,tea,6
remove,toothbrush,6
add,cucumbers,1
remove,oliveoil,20
remove,packs of kibble,12
add,mushrooms,1
add,limes,11
remove,cucumbers,12
add,eggs,19
add,beef,1
add,soap,5
add,gelato,18
add,cola,18
remove,coffee,2
remove,litter,1
remove,bread,13
remove,beef,11
remove,fries,14
remove,foil,19
remove,cheddar,13
add,pepper,20
add,coffee,18
remove,bags,18
remove,tuna,15
remove,pepper,13
add,chicken,13
add,bread,13
remove,apples,3
remove,gelato,8
remove,tissues,7
remove,watermelon,3
remove,bread,4
add,foil,14
remove,bulbs,17
add,wrap,15
remove,treats,17
remove,bellpeppers,19
remove,mushrooms,19
remove,shampoo,2
add,foil,8
add,blueberries,16
add,potatoes,10
add,sugar,19
remove,toothpaste,8
remove,eggs,14
remove,rice,1
remove,blueberries,1
remove,bread,1
add,cucumbers,4
add,juice,9
remove,sweetpotatoes,11
remove,gelato,14
add,gelato,15
add,conditioner,18
add,oliveoil,1
add,pasta,3
add,lemons,1
remove,onions,1
add,oranges,7
remove,tomatoes,12
remove,raspberries,5
add,avocados,3
remove,vegetables,11
remove,eggs,13
add,bananas,19
add,granola,6
remove,rice,15
remove,bananas,10
remove,paper,17
remove,batteries,8
add,tea,9
add,beef,15
remove,yogurt,16
add,salt,16
add,sunfloweroil,14
add,bread,1
add,chicken,6
remove,eggplant,5
add,coffee,3
add,tomatoes,5
remove,oatmeal,8
remove,soap,1
add,bread,7
add,milk,14
remove,cheddar,20
add,yogurt,9
remove,cucumbers,16
add,pepper,1
add,foil,9
remove,pineapple,4
add,zucchini,4
add,litter,20
add,cheddar,2
remove,packs of brownsugar,20
remove,apples,16
remove,sunfloweroil,19
add,cereal,20
add,pineapple,19
remove,garlic,9
remove,bulbs,20
add,blueberries,12
add,soda,17
add,granola,12
add,onions,12
remove,toothpaste,14
add,cheddar,3
remove,cereal,2
remove,fries,11
add,packs of diapers,2
add,bread,17
remove,mozzarella,14
remove,rice,14
remove,juice,10
remove,kibble,2
add,rice,10
remove,pizza,10
remove,coffee,11
add,milk,5
add,wipes,18
remove,vegetables,4
remove,cola,9
add,salmon,20
remove,bulbs,15
remove,cucumbers,11
remove,vegetables,10
add,pineapple,18
add,spaghetti,5
add,sugar,14
add,paper,3
add,batteries,17
add,packs of conditioner,1
add,vegetables,6
remove,detergent,2
remove,wash,10
remove,bellpeppers,8
add,spaghetti,3
remove,pepper,10
add,pasta,5
add,wash,20
add,pizza,1
remove,potatoes,1
add,lemonade,7
remove,treats,2
remove,bulbs,3
remove,flour,17
add,bananas,15
remove,paper,15
remove,coffee,6
add,sugar,14
add,broccoli,14
add,salt,9
remove,pasta,18
remove,spinach,18
add,butter,3
add,spinach,20
remove,broccoli,3
add,packs of conditioner,16
remove,juice,4
remove,potatoes,3
remove,zucchini,10
add,cheddar,13
remove,pepper,5
remove,cheddar,5
remove,oliveoil,12
add,salt,14
remove,oranges,14
remove,diapers,20
add,treats,5
remove,milk,19
add,tissues,8
add,conditioner,20
remove,cheddar,14
add,avocados,10
add,tuna,10
add,bellpeppers,15
remove,pizza,9
remove,soda,5
add,pasta,9
remove,flour,8
remove,mango,19
remove,paper,11
remove,lemons,13
remove,raspberries,9
remove,eggs,6
remove,foil,5
remove,bellpeppers,6
remove,spaghetti,20
remove,towels,10
add,coffee,16
add,tuna,19
remove,pepper,20
remove,packs of beef,3
remove,spinach,10
add,salmon,14
remove,diapers,17
remove,avocados,10
remove,mozzarella,12
add,paper,12
add,brownsugar,18
remove,detergent,11
add,oliveoil,15
remove,watermelon,19
add,juice,11
add,vegetables,1
remove,salt,9
add,litter,1
add,raspberries,11
remove,avocados,16
add,soda,2
add,quinoa,14
add,spinach,9
add,beef,5
add,quinoa,19
remove,yogurt,19
remove,coffee,5
add,chicken,11
remove,bags,1
remove,cereal,20
add,apples,12
remove,juice,9
remove,tea,9
remove,gelato,16
remove,packs of bread,19
remove,gelato,12
add,bread,15
add,spaghetti,5
add,limes,1
add,beef,10
remove,cheddar,9
remove,packs of soap,3
remove,butter,19
remove,raspberries,12
add,toothbrush,4
add,foil,11
add,pepper,19
add,detergent,17
remove,pizza,13
remove,packs of yogurt,5
add,yogurt,17
add,kibble,19
remove,coffee,2
remove,spinach,6
add,blueberries,7
add,carrots,13
remove,bulbs,11
remove,bananas,11
add,broccoli,6
remove,tea,7
add,milk,8
remove,coffee,18
add,shampoo,20
add,butter,15
add,batteries,9
add,bulbs,13
remove,tea,10
remove,lemons,16
remove,wash,14
remove,cucumbers,15
remove,mango,13
remove,detergent,18
remove,cereal,4
add,limes,18
remove,paper,19
add,packs of bread,20
remove,tissues,5
add,kibble,16
add,detergent,9
remove,sunfloweroil,15
remove,salt,9
remove,garlic,3
remove,bananas,9
add,broccoli,4
add,spinach,7
add,salt,20
add,mango,17
add,tissues,2
remove,sweetpotatoes,17
remove,diapers,13
remove,beef,11
add,yogurt,18
add,gelato,18
add,mushrooms,7
add,gelato,6
remove,tuna,15
add,bread,6
remove,oranges,9
remove,yogurt,1
add,oliveoil,6
add,tea,15
remove,bread,3
remove,bananas,10
add,blueberries,4
remove,avocados,4
remove,mango,7
remove,gelato,18
add,toothbrush,8
remove,avocados,2
add,packs of bread,7
remove,soap,12
remove,lemonade,20
remove,zucchini,20
remove,zucchini,9
add,foil,6
add,juice,3
add,watermelon,5
remove,raspberries,9
add,pizza,3
add,sugar,19
add,chicken,17
add,towels,3
add,tea,16
remove,milk,4
add,pepper,4
remove,tea,14
remove,packs of pizza,18
remove,sweetpotatoes,10
remove,pizza,13
add,detergent,6
add,oliveoil,2
add,salmon,4
remove,shampoo,5
remove,diapers,13
remove,granola,20
add,bulbs,3
add,chicken,5
add,tomatoes,11
add,mango,1
add,toothpaste,17
remove,mushrooms,6
remove,bread,13
remove,shampoo,6
remove,beef,14
add,strawberries,7
remove,milk,9
add,limes,7
remove,packs of mushrooms,8
add,pepper,2
add,wash,8
remove,apples,19
add,zucchini,8
add,flour,20
remove,oliveoil,12
add,wrap,19
remove,fries,16
remove,wash,17
remove,pasta,11
remove,cola,3
add,carrots,6
add,oatmeal,17
remove,coffee,6
add,garlic,4
add,oliveoil,19
remove,cola,10
add,coffee,9
remove,milk,5
add,eggplant,11
add,oliveoil,9
remove,toothbrush,10
remove,wipes,14
remove,lemons,18
add,juice,16
add,raspberries,14
add,strawberries,4
remove,coffee,8
remove,spaghetti,13
remove,gelato,19
add,gelato,18
remove,yogurt,5
remove,beef,1
add,yogurt,17
add,sweetpotatoes,20
remove,coffee,17
remove,apples,20
add,packs of foil,20
remove,garlic,18
remove,cucumbers,17
remove,toothpaste,2
remove,granola,5
remove,detergent,7
remove,brownsugar,6
remove,towels,10
add,zucchini,17
remove,coffee,15
add,gelato,17
add,blueberries,11
add,spaghetti,20
remove,mango,17
remove,diapers,18
add,paper,3
add,bananas,13
add,water,6
add,soap,15
add,pepper,8
add,litter,6
remove,avocados,19
add,lemonade,12
add,beef,6
add,juice,2
add,soda,15
add,tuna,14
remove,wrap,5
remove,raspberries,8
add,toothbrush,6
remove,oranges,3
remove,packs of bellpeppers,18
add,yogurt,2
remove,watermelon,5
remove,bellpeppers,20
add,eggplant,6
add,batteries,19
remove,milk,19
remove,salt,4
remove,vegetables,12
add,eggs,12
remove,mozzarella,3
add,salmon,13
add,gelato,16
add,brownsugar,3
add,cola,11
remove,sweetpotatoes,12
add,cola,20
add,onions,19
remove,kibble,18
remove,soda,14
add,eggs,19
add,soda,6
remove,cheddar,14
remove,wipes,10
remove,fries,12
add,towels,17
remove,soap,17
add,carrots,17
remove,wipes,17
add,coffee,6
add,potatoes,2
remove,carrots,10
remove,shampoo,15
remove,onions,6
add,avocados,2
add,strawberries,5
remove,butter,10
remove,potatoes,1
add,bread,18
add,packs of butter,17
add,zucchini,14
add,lemons,19
add,flour,15
remove,gelato,4
add,kibble,2
remove,soda,6
remove,kibble,17
remove,tomatoes,7
add,bulbs,18
add,rice,5
remove,pizza,15
add,spinach,5
remove,bread,15
add,garlic,9
remove,bags,3
add,tomatoes,14
add,gelato,12
remove,zucchini,7
remove,packs of tomatoes,1
remove,tomatoes,8
